Act Name,Page Types,Likes,Page Created,Facebook,Instagram,Twitter,Spotify,SoundCloud,Bandcamp,YouTube,Email,Website,Phone,Image,Address,Story,about,price range,artists we also like,general information,public transit,founding date,impressum,attire,culinary team,mission,company overview,products,awards,band interests,personal interests,general manager,hometown,press contact,booking agent,affiliation,personal information,genre,accessibility info,biography,gender,network,,influences,current location,record label,band members,members,release date,season,plot outline,schedule,directed by,written by,starring
BRITISH ARMS PUB,Pub | British Restaurant | Sports Bar,7474,12-Jun-08,britisharmspub,,,,,,,info@britisharmspub.com,http://www.britisharmspub.com,(705) 728-1111,https://scontent-lax3-1.xx.fbcdn.net/v/t1.0-9/80807288_10157569101698964_2209433543312932864_n.jpg?_nc_cat=103&_nc_sid=6e5ad9&_nc_ohc=TDRkxQCq9FcAX8SYByI&_nc_ht=scontent-lax3-1.xx&oh=923320b3fbe5eea3cf5ab56255421604&oe=5EE2F85A,"274 Burton Ave unit 38 Barrie, Ontario ",,"British Arms Is a restaurant/pub establishment serving Barrie since 2006 with premium quality service, food and drinks.",,,"DISCOVER YOUR OWN FAVORITE ""LOCAL""  In Great Britain, Ireland and across Europe, the pub or “local” is the center of town life: a place to relax, refuel the bod...y and the spirit, share news and be entertained. The British Arms Pub delivers that same atmosphere and service to Barrie today.   An eclectic menu, unparalleled beer and cocktail choices, and an array of music nightly, make the British Arms the local destination for English pub-style fun, relaxation and refreshment. Whether it’s a business lunch, an after work get-together, a family dinner in friendly surroundings, or a latenight soirée of great music over pints with friends, come visit your new “local” today. See Morey and the spirit, share news and be entertained. The British Arms Pub delivers that same atmosphere and service to Barrie today.   An eclectic menu, unparalleled beer and cocktail choices, and an array of music nightly, make the British Arms the local destination for English pub-style fun, relaxation and refreshment. Whether it’s a business lunch, an after work get-together, a family dinner in friendly surroundings, or a latenight soirée of great music over pints with friends, come visit your new “local” today.",Yes,2006,"British Pub in Downtown Barrie, Live Music 7 Nights a week, daily specials, side-walk patio",Casual,,,,,,,,Arsalan Toufighjou,,,,,,,,,,,"In Great Britain, Ireland and across Europe, the “pub” or “local” is the center of town life: a place to relax, refuel the body and the spirit, share news and b...e entertained.  The British Arms Pub delivers that same atmosphere and service to Barrie today. An eclectic menu, unparalleled beer and cocktails choices, and array of music nightly makes The British Arms the local destination for English pub-style fun, relaxation and refreshment.  Whether it’s a business lunch, an after work get-together, a family dinner in friendly surroundings, or a late night soiree of great music over pints with friends. See Moree entertained.  The British Arms Pub delivers that same atmosphere and service to Barrie today. An eclectic menu, unparalleled beer and cocktails choices, and array of music nightly makes The British Arms the local destination for English pub-style fun, relaxation and refreshment.  Whether it’s a business lunch, an after work get-together, a family dinner in friendly surroundings, or a late night soiree of great music over pints with friends.",,,,,,,,,,,,
Broadway's Lounge & Western Pizza,Pizza Place | Sports Bar | Lounge,1900,18-Dec-13,broadwayswp,,,,,,,broadwayslounge@gmail.com,http://www.westernpizzaexpress.ca,(306) 791-0201,https://scontent-lax3-1.xx.fbcdn.net/v/t31.0-8/21544175_742824042568097_8322135296633459278_o.jpg?_nc_cat=101&_nc_sid=6e5ad9&_nc_ohc=hJLWvllj7_4AX8vTTmu&_nc_ht=scontent-lax3-1.xx&oh=8fc917c48ad58b122e60f2bfd7759c80&oe=5EE3147D,"1307 Broadway Avenue Regina, Saskatchewan ",,Where everyone feels like home!  Live music every weekend!  Great group specials for teams of any sport during any season! Lunch Buffet! Daily wing special,,,,,,,Casual,,,,,,,,Rachel Nichols,,,,,,,,,,,"Broadway's is a great place for a nice meal, casual drink, or a fun filled evening.  We have great events, promotions, and specials going on all the time.",,,,,,,,,,,,
Broken Hill Nelson,Restaurant | Pub,1403,20-Sep-19,brokenhillnelson,,,,,,,chris@brokenhillnelson.ca,,(778) 463-2244,https://scontent-lax3-2.xx.fbcdn.net/v/t1.0-9/89951241_246154256773576_3365253068512821248_o.jpg?_nc_cat=107&_nc_sid=6e5ad9&_nc_ohc=0XwfbYO8LYkAX9ZxJ91&_nc_ht=scontent-lax3-2.xx&oh=e728c7c640b8141ecda16ea408daad58&oe=5EE2DDE3,"479 Baker Nelson, British Columbia ",,Beer. Whiskey. Feast.,,,,,,,,,,,Craft beer/Whiskey bar with Texas-style BBQ including vegetarian and vegan options.,,,,Adam Rosewarne,,,,,,,,,,,,,,,,,,,,,,,
Bronson Centre Music Theatre,Live Music Venue | Performance Art Theatre,893,3-Jun-19,bronsoncentremusictheatre,,,,,,,info@bronsonmusictheatre.com,http://www.bronsoncentremusictheatre.com,(613) 234-4004,https://scontent-lax3-1.xx.fbcdn.net/v/t1.0-9/69812447_662735174247900_7183655758330855424_n.jpg?_nc_cat=109&_nc_sid=6e5ad9&_nc_ohc=wQhXh1VphV8AX8tZflo&_nc_ht=scontent-lax3-1.xx&oh=bff735b90e72640c194553f3b2f3ab8b&oe=5EE102D2,"211 Bronson Avenue Ottawa, Ontario ",,Ottawa's all new concert experience.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brooklin Pub,Pub | Bar & Grill | Sports Bar,1294,,brooklinpub,,,,,,,brooklinpub@gmail.com,http://www.brooklinpub.ca,(905) 425-3055,https://scontent-lax3-2.xx.fbcdn.net/v/t1.0-9/92592661_1328000980718341_2036937447568310272_o.jpg?_nc_cat=107&_nc_sid=6e5ad9&_nc_ohc=TJMA7WRtBEcAX_3AtMF&_nc_ht=scontent-lax3-2.xx&oh=1d6965cc52a23e29c720ca78cf9fa546&oe=5EE35B82,"15 Baldwin Street Whitby, Ontario ",,Brooklin Pub & Grill is a new stopping place and a bustling neighbourhood restaurant in the Brooklin community. We are committed to delicious food and exce,,,,,,,Casual,,,,,,,,,,,,,,,,,,,"Located in the heart of Brooklin’s historic neighbourhood, Brooklin Pub & Grill is a new place with a welcoming atmosphere, great food and an exceptional select...ion of drinks. Since this restaurant is newly built and opened recently, we're working hard to become a cultural hub for our community, and eventually to become the next landmark venue in the Brooklin’s community. It's also just a great place to come in and relax to watch your favorite games on our new HD LCD televisions. So come on down to the Brooklin Pub & Grill, and see what we're all about. We think you'll like it.  DAILY SPECIALS  Monday Munchie Monday — $0.50 wings¢ ¢ ¢  Tuesday Tasty Tuesday — $3.75 Domestic Bottle Beer Fajita Night    - $10.00  Wednesday Wacky Wednesday — $4.75 Domestic Draught Beer Burger Night (Any Burger from the Menu) — $10.00   Thursday Thirsty Thursday — $5.75 Premium Draught Beer Flat Bread Night (Any Flat Bread from the Menu) — $10.00  Friday 1pc Fish and Chips   — $10.00  Sunday Sipping Sunday — $6.75 Import Draught Beer Pasta Night — $10.00  Sipping Sunday — $6.75 Import Draught Beer Pasta Night — $10.00  Monday – Friday 11:00am – 5:00pm — $4.75 Day pint (Domestic Draught Beer) 2:00pm – 5:00pm — $0.50 wings Saturday & Sunday All Day Breakfast - $10.00 2 Eggs, Bacon, Ham, Sausage, Grilled Tomato, Home fries and Toast See Moreion of drinks. Since this restaurant is newly built and opened recently, we're working hard to become a cultural hub for our community, and eventually to become the next landmark venue in the Brooklin’s community. It's also just a great place to come in and relax to watch your favorite games on our new HD LCD televisions. So come on down to the Brooklin Pub & Grill, and see what we're all about. We think you'll like it.  DAILY SPECIALS  Monday Munchie Monday — $0.50 wings¢ ¢ ¢  Tuesday Tasty Tuesday — $3.75 Domestic Bottle Beer Fajita Night    - $10.00  Wednesday Wacky Wednesday — $4.75 Domestic Draught Beer Burger Night (Any Burger from the Menu) — $10.00   Thursday Thirsty Thursday — $5.75 Premium Draught Beer Flat Bread Night (Any Flat Bread from the Menu) — $10.00  Friday 1pc Fish and Chips   — $10.00  Sunday Sipping Sunday — $6.75 Import Draught Beer Pasta Night — $10.00  Sipping Sunday — $6.75 Import Draught Beer Pasta Night — $10.00  Monday – Friday 11:00am – 5:00pm — $4.75 Day pint (Domestic Draught Beer) 2:00pm – 5:00pm — $0.50 wings Saturday & Sunday All Day Breakfast - $10.00 2 Eggs, Bacon, Ham, Sausage, Grilled Tomato, Home fries and Toast",,,,,,,,,,,,
Brooklynn,Bar | Dance & Night Club,3149,29-Apr-11,Brooklynnbar,,,,,,,seatonjoshua@gmail.com,http://www.brooklynnbar.com,(416) 536-7700,https://scontent-lax3-1.xx.fbcdn.net/v/t31.0-8/13719581_1379983008694753_8973987515046003176_o.jpg?_nc_cat=103&_nc_sid=6e5ad9&_nc_ohc=odrt6JmGNxoAX_quEfZ&_nc_ht=scontent-lax3-1.xx&oh=267d8cf9d10ce0d13683d5ab8e147aae&oe=5EE2D3EC,"1186 Queen Street West. Toronto, Ontario ",,After 10 amazing years we have closed our doors at Brooklynn for good. Thank you for your patronage. 2009-2019 RIP BROOKLYNN,,,,,,,Casual,"For corporate events, we welcome outside catering companies to use our fully equipped kitchen.",,,,,,,,,,,,,,,,,,"Fridays: No Sleep 'Til w. resident DJ Conor Cutz playing a mashup of genres. Expect turntablism at its finest!   Saturdays: Brooklynn goes back to it's core and... throws down the best of the best, our resident DJ Camotion plays hit after hit from FUNK to Hip-Hop to D.A.N.C.E. - you won't stop dancing!   $5 on guestlist before 11:30pm, $10 otherwise.  More info/guestlist/bookings: www.brooklynnbar.com  MONTHLY EVENTS  Last Friday of every month is TURBO: Inspired by the turntablism of the 90s and combined with the sounds of today, TURBO is the ultimate amalgamation between old and new, providing party-goers with an unparalleled experience of genre-defying awesomeness.  Last Thursday of every month is STRANGELOVE: we take over the basement for a RSVP only event that is for people who know what's up! rsvp@strangelovesociety.com & check @strangelovesociety on Instagram for a window into the evening's aesthetic. See More throws down the best of the best, our resident DJ Camotion plays hit after hit from FUNK to Hip-Hop to D.A.N.C.E. - you won't stop dancing!   $5 on guestlist before 11:30pm, $10 otherwise.  More info/guestlist/bookings: www.brooklynnbar.com  MONTHLY EVENTS  Last Friday of every month is TURBO: Inspired by the turntablism of the 90s and combined with the sounds of today, TURBO is the ultimate amalgamation between old and new, providing party-goers with an unparalleled experience of genre-defying awesomeness.  Last Thursday of every month is STRANGELOVE: we take over the basement for a RSVP only event that is for people who know what's up! rsvp@strangelovesociety.com & check @strangelovesociety on Instagram for a window into the evening's aesthetic.",,,,,,,,,,,,
Brookstreet,Hotel Resort | Restaurant | Spa,8140,25-Feb-09,Brookstreet,,,,,,,info@brookstreet.com,http://www.brookstreethotel.com,(613) 271-1800,https://scontent-lax3-1.xx.fbcdn.net/v/t1.0-9/44797840_10156907729339703_3413712939700453376_o.jpg?_nc_cat=108&_nc_sid=6e5ad9&_nc_ohc=F9mytL9Z-iEAX-yOeLA&_nc_ht=scontent-lax3-1.xx&oh=24f82ef09303dfaf414a3b0db729d850&oe=5EE010B9,"525 Legget Drive Kanata, Ontario ",,"Ottawa's leading four-diamond hotel, conference, wedding, spa, golf and dining destination. Work, Play, Getaway @ Brookstreet!",,,,,2003,,,,We are … creators of sensational experiences. We are… innovative and passionate. We are… Brookstreet.,"As the leading four-diamond hotel, conference, wedding, golf, spa and dining destination in the national capital region, Brookstreet distinguishes itself throug...h rapt attention to the smallest details, through impeccable service and the finest amenities. From stunning décor to state-of-the-art technologies, from inspired dining to a vast array of recreational activities year round, we aspire to create sensational hotel experiences for each guest during every visit. Innovative and passionate, we strive to ensure your stay at Brookstreet—whether for work, play or getaway—is extraordinary and memorable. See Moreh rapt attention to the smallest details, through impeccable service and the finest amenities. From stunning décor to state-of-the-art technologies, from inspired dining to a vast array of recreational activities year round, we aspire to create sensational hotel experiences for each guest during every visit. Innovative and passionate, we strive to ensure your stay at Brookstreet—whether for work, play or getaway—is extraordinary and memorable.","Luxurious four-diamond accommodation Perspectives Restaurant Options Jazz Lounge with live jazz seven nights a week... Full service Au Naturel Spa Flex Fitness Studio featuring indoor/outdoor saltwater pools, dry saunas, whirlpools and a state-of-the-art gym The Marshes 18-hole championship golf course Marchwood 9-hole short course See More Full service Au Naturel Spa Flex Fitness Studio featuring indoor/outdoor saltwater pools, dry saunas, whirlpools and a state-of-the-art gym The Marshes 18-hole championship golf course Marchwood 9-hole short course",,,,,,,,,,,,,,,"Follow us on Twitter and Instagram: @BrookstreetOtt  Brookstreet Casting Call:  www.brookstreet.com Job Hunting?  Then stop by Brookstreet's Casting office for ...a personal interview during our weekly Casting Call every Friday from 1:00 - 4:00 pm at 525 Legget Drive, Ottawa.  More info at brookstreet.com See Morea personal interview during our weekly Casting Call every Friday from 1:00 - 4:00 pm at 525 Legget Drive, Ottawa.  More info at brookstreet.com",,,,,,,,,,,,
Broue Pub Brouhaha Rosemont,Brewery | Pub | Restaurant,12931,10-Jun-08,brouepubbrouhaha,,,,,,,info@brouepubbrouhaha.com,http://brouepubbrouhaha.com,(514) 271-7571,https://scontent-lax3-2.xx.fbcdn.net/v/t1.0-9/69317688_10157080366020528_8922334197075410944_n.jpg?_nc_cat=107&_nc_sid=6e5ad9&_nc_ohc=IBUMraUP62IAX8kL7Dg&_nc_ht=scontent-lax3-2.xx&oh=4ad3c09d40e0cd0c4bddbb861d7fff2b&oe=5EE3387C,"5860 Ave de Lorimier Montreal, Quebec ",,,,,,"Métro Rosemont Autobus : Ligne 197 (Rosemont, arrêt De Lorimier, 1 rue au sud)... Ligne 10 (De Lorimier, arrêt Rosemont, 1 rue au sud) Ligne 45 (Papineau, arrêt Rosemont, 4 rues à l'est, 1 rue au sud) Ligne 94 (Iberville, arrêt Rosemont, 5 rues à l'ouest, 1 rue au sud) Ligne 47 (Masson, arrêt De Lorimier, 3 rues au nord) See More Ligne 10 (De Lorimier, arrêt Rosemont, 1 rue au sud) Ligne 45 (Papineau, arrêt Rosemont, 4 rues à l'est, 1 rue au sud) Ligne 94 (Iberville, arrêt Rosemont, 5 rues à l'ouest, 1 rue au sud) Ligne 47 (Masson, arrêt De Lorimier, 3 rues au nord)",,,Casual,,,,,,,,"Marc Bélanger, Sylfranc Côté, Annie Auger, Daniel Essiambre",,,,,,,,,,,"Un pub unique en son genre : Bière maison d'inspiration belge, 24 bières artisanales en fût et plus de 60 bières en importation privée... De notre cuisine : Ail...es de canard, côtes levées et viandes fumées et... poutine !  -École de biérologie MBière -Conférences Bières et Plaisirs -Formation en brassage Michel Gauthier See Morees de canard, côtes levées et viandes fumées et... poutine !  -École de biérologie MBière -Conférences Bières et Plaisirs -Formation en brassage Michel Gauthier",,,,,,,,,,,,
Brûlerie Café Crème,Cafe | Restaurant,2173,6-Jul-10,bruleriecafecreme,,,,,,,info@bruleriecafecreme.com,http://www.bruleriecafecreme.ca,(450) 616-1393,https://scontent-lax3-1.xx.fbcdn.net/v/t1.0-9/96034091_3376923315651622_6273292484520968192_n.jpg?_nc_cat=105&_nc_sid=6e5ad9&_nc_ohc=xO8v6mvwvC8AX8HRVsD&_nc_ht=scontent-lax3-1.xx&oh=567039559b1aa199bfbfe9edda836897&oe=5EE1183C,"911 Roland-Therrien Longueuil, Quebec ",,moncafecreme.ca,,,,,,,Casual,,,,,,,,,,,,,,,,,,,"La Brulerie Café Crème est un endroit où on peut étudier, relaxer, discuter et profiter du temps entre amis! Avec une ambiance jazz décontractée, il y en a vraiment pour tous les goûts. Venez vous rafraîchir avec un bon café glacé !",,,,,,,,,,,,
Bruce Wine Bar,Wine Bar | Canadian Restaurant,3855,21-Dec-10,brucewinebar,,,,,,,jennifer@brucewinebar.ca,http://www.brucewinebar.ca,(519) 599-1112,https://scontent-lax3-1.xx.fbcdn.net/v/t1.0-9/29542183_1899250256814737_7525685024827487531_n.jpg?_nc_cat=109&_nc_sid=6e5ad9&_nc_ohc=2YtFwahbt6wAX8owY1m&_nc_ht=scontent-lax3-1.xx&oh=397cce9b73fdbc1c9a0664dcbac6ca9d&oe=5EE3BC5D,"8 Bruce Street- Our entrance is in the alley behind the TD Bank! Thornbury, Ontario ",,During the Covid-19 Lockdown we are open Thursday thru Saturday 4-8 for Touchless Takeout.,,,,,,,Casual,Shaun J. Edmonstone-Head Chef/Owner Jennifer Vipond- Certified Sommelier/Owner Steven Vipond-Creative/Owner,,,,,,,Deidre Seabrook,,,,,,,,,,,OPEN 5 DAYS A WEEK (September to June inclusive)   TUESDAY THRU SATURDAY SERVING LUNCH AND DINNER FROM 11:30 A.M. UNTIL CLOSE... DINE-IN OR TAKE-AWAY (10% discount on cash take-away) OPEN MIC-WEDNESDAYs TOONIE TUESDAYS (corkage only 2 bucks on 750 ML bottle LIVE MUSIC FRIDAYS SUMMER HOURS include SUNDAYS INTIMATE PATIO RESERVATIONS (via Open Table or 519-599-1112) Follow us on Twitter and Instagram @brucewinebar See More DINE-IN OR TAKE-AWAY (10% discount on cash take-away) OPEN MIC-WEDNESDAYs TOONIE TUESDAYS (corkage only 2 bucks on 750 ML bottle LIVE MUSIC FRIDAYS SUMMER HOURS include SUNDAYS INTIMATE PATIO RESERVATIONS (via Open Table or 519-599-1112) Follow us on Twitter and Instagram @brucewinebar,,,,,,,,,,,,
Brunswick Sports Grill & Bar,Bar & Grill | Sports Bar | Pub,1332,19-Feb-15,brunswicksportsgrill,,,,,,,,http://www.brunswicksportsgrill.com,(705) 746-7666,https://scontent-lax3-1.xx.fbcdn.net/v/t1.0-9/18446857_1987545631465579_17641361701543390_n.jpg?_nc_cat=104&_nc_sid=6e5ad9&_nc_ohc=egd-w_Z_DasAX_KwWT7&_nc_ht=scontent-lax3-1.xx&oh=82c4f1219195b32a606a9bd2cb6abbd4&oe=5EE03383,"72 James St Parry Sound, Ontario ",,"Our newly renovated restaurant caters to locals and visitors year-round for breakfast, lunch or dinner. Stay for our amazing new menu and night life!!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brutopia Brew Pub,Beer Bar | Live Music Venue,5730,6-Apr-08,Brutopia-Brew-Pub-30270360433,,,,,,,,http://www.brutopia.net,(514) 393-9277,https://scontent-lax3-1.xx.fbcdn.net/v/t31.0-8/131783_10152234412240434_1508249050_o.jpg?_nc_cat=105&_nc_sid=6e5ad9&_nc_ohc=0rVtwwCmrOMAX_nCkn7&_nc_ht=scontent-lax3-1.xx&oh=ed003e57889bef35929fa4b1a514218d&oe=5EE0E80D,"1219 Rue Crescent Montreal, Quebec ",,Beer Works @ Brutopia Think Local Drink Local,,,,Metro Lucien L'Allier or Guy/Concordia,,,Casual,Kitchen by Brutapas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B-side Lounge,Live Music Venue | Bar,3570,28-Jul-15,BsideToronto,,,,,,,,,(416) 516-9009,https://video-lax3-2.xx.fbcdn.net/v/t39.24130-2/87719087_498460014428841_7367356137563910878_n.mp4?_nc_cat=107&_nc_sid=985c63&efg=eyJ2ZW5jb2RlX3RhZyI6Im9lcF9oZCJ9&_nc_ohc=E0UXZMlQRDIAX898Acl&_nc_ht=video-lax3-2.xx&oh=e1344e12645ec8599c0a4eb2fb24f31f&oe=5EE39A0A,"669 College Street Toronto, Ontario ",,Live Music Based Venue,,,,,,,Casual,,,,,,,,Alexis Arviv,,,,,,,,,,,,,,,,,,,,,,,
BSP Kingston,Live Music Venue,9705,17-Oct-13,bspkingston,,,,,,,info@bspkingston.com,http://www.bspkingston.com,+1 845-481-5158,https://scontent-lax3-1.xx.fbcdn.net/v/t1.0-9/86800272_1372578452907932_8483950905262080000_o.jpg?_nc_cat=103&_nc_sid=6e5ad9&_nc_ohc=yz4wdjJi7uQAX91QK8l&_nc_ht=scontent-lax3-1.xx&oh=f972b0624154a23f2d5541e48ca2bfee&oe=5EE3137A,"323 Wall St Kingston, New York ",,"The Hudson Valley's premiere arts and entertainment complex. Full bar, seating, and available for private events including weddings.  For rentals email info@bspkingston.com   For booking + Inquiries: booking@bspkingston.com **we do not book thru FB**",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
